,x,y,category,consensus,depth
0,430.0,438.0,pole,3,26.1229248046875
1,1001.5,473.0,pole,3,19.293943405151367
2,669.5,565.0,pole,3,10.372112274169922
3,1062.0,482.0,pole,2,18.008861541748047
4,1196.0,509.0,pole,2,13.480436325073242
5,892.3611111111111,445.13888888888886,pole,2,23.77895164489746
6,1012.5,472.22222222222223,pole,2,19.23417091369629
7,927.0833333333331,454.8611111111111,pole,2,22.37456512451172
8,964.5833333333331,462.5,pole,2,20.78639030456543
9,1122.0,492.0,pole,2,16.521390914916992
10,581.7485652189157,378.5228151628696,pole,1,67.14286041259766
11,632.8521164025998,389.2189072710825,pole,1,48.13938522338867
12,721.9862173043745,412.9880008448891,pole,1,11.014537811279297
13,1277.5,521.0,pole,1,13.027591705322266
14,393.0362654320988,415.7021604938272,pole,1,29.324844360351562
