,x,y,category,consensus,depth
0,791.0,429.0,pole,3,28.482513427734375
1,701.0,387.0,pole,3,56.889984130859375
2,665.5,368.0,pole,3,64.77664947509766
3,477.07211813026896,369.9949925906674,pole,1,76.27293395996094
4,472.59296449680494,371.93877624292537,pole,1,74.17062377929688
5,470.8182055099607,372.3613379064597,pole,1,74.17062377929688
6,467.1841752035654,373.45999823164897,pole,1,65.81249237060547
7,463.55014489717007,374.136096893304,pole,1,65.81249237060547
8,459.4935529272405,376.5869545418031,pole,1,65.57127380371094
9,997.0,413.0,pole,1,31.427160263061523
