,x,y,category,consensus,depth
0,419.5,426.0,pole,3,37.9084587097168
1,1003.0,397.0,pole,3,32.367950439453125
2,1118.0,690.0,pole,2,6.591035842895508
3,847.0,487.0,pole,2,16.55748176574707
4,865.5,511.0,pole,2,13.499134063720703
5,345.5,472.0,pole,2,23.74600601196289
6,273.0,497.0,pole,2,19.517669677734375
7,367.0,466.0,pole,2,24.336151123046875
8,901.0,536.0,pole,2,11.797708511352539
9,236.5,512.0,pole,2,18.285518646240234
10,949.0,568.0,pole,2,10.361973762512207
11,197.0,529.0,pole,2,15.304553031921387
12,148.0,546.0,pole,2,13.253663063049316
13,1019.5,616.0,pole,2,8.474077224731445
14,93.0,573.0,pole,2,11.651300430297852
15,19.5,602.0,pole,2,10.161846160888672
16,324.0,480.0,pole,2,21.033899307250977
17,687.0,385.0,pole,1,43.39872741699219
