,x,y,category,consensus,depth
0,534.5982764733752,391.4059940061724,pole,3,51.912994384765625
1,881.0,472.0,pole,3,16.613122940063477
2,629.0,375.0,pole,3,65.78721618652344
3,390.14274691358025,416.6666666666667,pole,1,33.699588775634766
4,380.0154320987655,419.0779320987655,pole,1,32.75606155395508
5,369.4058641975309,422.9359567901235,pole,1,30.021699905395508
6,359.76080246913585,423.900462962963,pole,1,29.75096321105957
7,349.633487654321,431.61651234567904,pole,1,27.358720779418945
8,321.1805555555556,439.8148148148149,pole,1,24.920272827148438
9,301.8904320987655,443.1905864197531,pole,1,24.282346725463867
10,284.0470679012346,452.3533950617284,pole,1,22.477848052978516
11,265.2391975308642,457.175925925926,pole,1,21.472543716430664
12,241.12654320987656,463.9274691358025,pole,1,20.73018455505371
13,215.56712962962965,475.50154320987656,pole,1,18.80878257751465
14,187.1141975308642,486.1111111111112,pole,1,17.680830001831055
15,152.87422839506175,492.8626543209877,pole,1,16.248825073242188
16,114.77623456790124,509.2592592592593,pole,1,14.854912757873535
17,67.5,526.0,pole,1,13.275489807128906
18,10.0,544.0,pole,1,11.320091247558594
19,333.0,432.0,pole,1,27.047330856323242
20,749.5,387.0,pole,1,52.358699798583984
21,710.0,388.0,pole,1,48.56385803222656
