,x,y,category,consensus,depth
0,701.1959977624412,452.8557485549099,pole,3,18.84554100036621
1,104.0,442.0,pole,3,25.293615341186523
2,285.5,427.0,pole,3,28.895214080810547
3,235.5,426.0,pole,3,30.95363426208496
4,458.0,414.0,pole,3,36.02989196777344
5,410.0,404.0,pole,3,38.63442611694336
6,498.5,412.0,pole,3,37.69888687133789
7,1180.5,380.0,pole,3,38.5109977722168
8,817.5,405.0,pole,2,33.674095153808594
9,486.0,418.0,pole,2,35.66902160644531
10,542.0,412.0,pole,2,36.35100555419922
11,325.5,426.0,pole,2,29.422388076782227
12,846.0,404.0,pole,2,33.126739501953125
13,673.0,443.0,pole,2,21.10291290283203
14,581.5,411.0,pole,2,35.85768508911133
15,528.5,416.0,pole,2,35.24380874633789
16,766.0,450.0,pole,2,20.584823608398438
17,261.5,438.0,pole,2,28.38557243347168
18,214.0,443.0,pole,2,26.480289459228516
19,630.0,445.0,pole,2,20.197355270385742
20,785.0,447.0,pole,2,21.15852928161621
21,477.5,411.0,pole,2,37.333492279052734
22,880.1118827160494,399.8681841563786,pole,1,41.787357330322266
23,1193.2414909122087,373.0763460219479,pole,1,38.596378326416016
