,x,y,category,consensus,depth
0,315.0,442.0,pole,3,27.983888626098633
1,877.7006172839507,445.6018518518519,pole,3,21.737051010131836
2,756.6550925925926,400.7523148148149,pole,3,44.47859191894531
3,399.5,405.0,pole,2,50.458194732666016
4,1088.5,582.0,pole,2,8.933284759521484
5,835.5,453.0,pole,2,20.83521842956543
6,119.0,551.0,pole,2,12.720440864562988
7,438.7163494513032,401.8775720164609,pole,2,50.64936828613281
8,512.728802297668,401.2077760631002,pole,2,53.74330520629883
9,702.2810570987655,392.5004286694102,pole,2,63.46611785888672
10,742.5,391.0,pole,2,61.72031784057617
11,257.63888888888886,487.5,pole,1,17.851932525634766
12,713.3326903292182,386.80716306584367,pole,1,62.76171112060547
13,695.5830975651578,379.1045096021948,pole,1,81.47037506103516
14,672.140239197531,368.0528763717422,pole,1,100.42382049560547
15,474.5504329561043,401.2077760631002,pole,1,52.0213737487793
