,x,y,category,consensus,depth
0,729.4076889291116,388.4981903233752,pole,3,45.69942855834961
1,311.0,470.0,pole,2,19.366409301757812
2,259.5,490.0,pole,2,16.06230354309082
3,900.0,491.0,pole,2,15.438333511352539
4,226.0,503.0,pole,2,14.988280296325684
5,333.5,461.0,pole,2,20.76392364501953
6,876.0,479.0,pole,2,16.384052276611328
7,810.0,446.0,pole,2,21.274011611938477
8,405.5,432.0,pole,2,26.604686737060547
9,394.0,435.0,pole,2,26.429834365844727
10,417.5,428.0,pole,2,28.954715728759766
11,381.5,441.0,pole,2,24.528461456298828
12,857.0,469.0,pole,2,17.490673065185547
13,929.5,506.0,pole,2,14.185029029846191
14,839.5,460.0,pole,2,18.748579025268555
15,286.0,479.0,pole,2,18.03890609741211
16,350.0,454.0,pole,2,22.185688018798828
17,185.0,518.0,pole,2,12.77705192565918
18,425.5,424.0,pole,2,29.00497055053711
19,78.0,560.0,pole,2,10.490467071533203
20,137.0,538.0,pole,2,11.087666511535645
21,798.0,438.0,pole,2,23.394241333007812
22,1007.0,547.0,pole,2,10.904834747314453
23,1136.5,614.0,pole,2,7.854896068572998
24,1062.5,575.0,pole,2,9.537199974060059
25,962.5,524.0,pole,2,12.430662155151367
26,824.0,452.0,pole,2,21.056968688964844
27,367.5,446.0,pole,2,24.37750244140625
28,789.3359255925166,433.9719614483311,pole,2,25.249664306640625
29,780.4983400967842,430.0183047791877,pole,2,25.39365577697754
30,772.8235947978587,426.2972161494056,pole,2,27.492387771606445
31,759.1020804755374,418.3899028111188,pole,2,31.168474197387695
32,765.8465536170173,422.34355948026223,pole,2,27.75931167602539
33,5.0,590.0,pole,2,8.585468292236328
34,57.638888888888886,448.6111111111111,pole,2,21.42302703857422
35,681.473996406132,370.7865220260285,pole,1,70.99089050292969
36,719.9055278987483,383.5134501107256,pole,1,54.320919036865234
