,x,y,category,consensus,depth
0,1085.5,507.0,pole,3,19.655324935913086
1,788.0,496.0,pole,3,23.02499771118164
2,1213.5,511.0,pole,3,17.35358238220215
3,915.5,486.0,pole,3,23.056415557861328
4,479.78786520252254,461.1824220536124,pole,3,39.430389404296875
5,180.84490740740745,486.27186213991774,pole,1,12.28489875793457
6,188.21266289437588,482.9228823731139,pole,1,12.28489875793457
7,197.92470421810705,480.9134945130316,pole,1,12.235635757446289
8,208.9763374485597,479.90880058299047,pole,1,12.774102210998535
9,218.35348079561044,477.56451474622776,pole,1,12.898539543151855
10,231.7493998628258,475.22022890946505,pole,1,43.451210021972656
11,244.14062500000003,474.2155349794239,pole,1,12.477544784545898
12,854.9945344650207,474.2155349794239,pole,1,25.099056243896484
13,931.016375171468,476.89471879286697,pole,1,24.705373764038086
14,907.9084147805214,475.55512688614544,pole,1,24.71855354309082
