,x,y,category,consensus,depth
0,1131.0,556.0,pole,3,9.60445785522461
1,1159.5,516.0,pole,3,12.327422142028809
2,1230.0,445.0,pole,3,22.50010108947754
3,117.5,553.0,pole,3,11.12597370147705
4,71.5,536.0,pole,3,14.351844787597656
5,1081.5,466.0,pole,2,21.581939697265625
6,304.5,535.0,pole,2,13.956366539001465
7,925.5,450.0,pole,2,23.716053009033203
8,1010.0,559.0,pole,2,10.373640060424805
9,269.0,549.0,pole,2,12.129143714904785
10,1117.0,456.0,pole,2,22.80148696899414
11,1270.0,516.0,pole,2,12.025226593017578
12,984.5,550.0,pole,2,12.289154052734375
13,22.0,530.0,pole,2,14.156801223754883
14,1054.0,454.0,pole,2,22.616546630859375
