,x,y,category,consensus,depth
0,138.0,484.0,pole,3,20.135414123535156
1,1112.5,461.0,pole,3,16.788732528686523
2,1182.5,454.0,pole,3,17.145193099975586
3,256.5,457.0,pole,3,26.00421142578125
4,737.0,462.0,pole,3,20.15506362915039
5,49.5,505.0,pole,2,17.179208755493164
6,333.0,448.0,pole,2,31.721635818481445
7,811.0,495.0,pole,2,16.57557487487793
8,1136.0,487.0,pole,2,15.138854026794434
9,984.0,494.0,pole,2,15.486701965332031
10,190.0,491.0,pole,2,19.51285171508789
11,673.5,476.0,pole,2,19.68609046936035
