,x,y,category,consensus,depth
0,727.0,450.0,pole,3,22.94219207763672
1,99.5,445.0,pole,3,25.01742172241211
2,462.1592078189301,397.1890003429356,pole,3,87.076171875
3,593.5,400.0,pole,2,53.44307327270508
4,753.5,424.0,pole,2,30.652263641357422
5,665.0,429.0,pole,2,31.361902236938477
6,782.5,420.0,pole,2,40.25482940673828
7,705.5,430.0,pole,2,28.294082641601562
8,573.6528119476773,406.896457543794,pole,2,55.85436248779297
9,684.5498949256291,432.9093535509679,pole,2,28.24951934814453
10,35.5,425.0,pole,1,33.49236297607422
11,69.5,422.0,pole,1,33.90302658081055
12,302.07797496570646,443.0700231481482,pole,1,30.049320220947266
13,308.1061385459534,437.71165552126206,pole,1,32.24881362915039
14,746.433205426906,411.0037569133477,pole,1,46.76133728027344
15,714.6700903023568,412.372856703199,pole,1,47.24989700317383
16,794.0778781137299,406.896457543794,pole,1,47.058189392089844
