,x,y,category,consensus,depth
0,454.23790272573336,407.61488523152417,pole,3,51.271934509277344
1,567.1115573961658,400.02053415476337,pole,3,61.5845832824707
2,964.6922272709954,409.55231731538646,pole,3,38.719398498535156
3,361.5,415.0,pole,3,49.817996978759766
4,677.5,409.0,pole,3,42.287105560302734
5,1001.5,382.0,pole,3,62.93613815307617
6,649.0,408.0,pole,2,44.100616455078125
7,179.43270259061862,440.1027133748297,pole,2,36.486846923828125
8,542.3981354984053,402.3037018208511,pole,2,48.421566009521484
9,157.95246006626914,441.5562636208383,pole,2,32.33591842651367
10,447.018065370987,411.89783959450926,pole,1,51.271934509277344
11,423.0335209382705,414.2228719629869,pole,1,50.839149475097656
12,490.704199873435,403.6990412425092,pole,1,54.483768463134766
13,473.9394927954648,407.247774857554,pole,1,50.72954177856445
14,551.534244231636,399.5337431183718,pole,1,62.959285736083984
15,560.9049716821735,402.9412803731127,pole,1,47.833152770996094
16,595.1480729490816,400.8568567325971,pole,1,46.51213073730469
17,586.9112882216994,400.8568567325971,pole,1,46.66141891479492
18,619.2124047996685,399.7263176523682,pole,1,68.39362335205078
19,668.956124329741,405.8635298021823,pole,1,43.037696838378906
20,722.2529666833901,409.2551470428691,pole,1,43.13591384887695
21,712.4011261271095,409.41665262575896,pole,1,43.360130310058594
22,852.8270003381726,392.8074184813672,pole,1,35.518096923828125
23,959.5757304050452,407.9243410398568,pole,1,38.719398498535156
