,x,y,category,consensus,depth
0,701.0,419.0,pole,3,33.46280288696289
1,529.5,392.0,pole,3,54.90625
2,398.0,380.0,pole,3,82.17986297607422
3,374.07436327527176,383.7718233270852,pole,1,84.6220474243164
4,312.35179730896164,381.7991979515953,pole,1,96.2717056274414
5,289.09499337282386,372.43187414398426,pole,1,100.61896514892578
6,293.9401608595192,381.7991979515953,pole,1,100.61896514892578
7,281.8272421427808,378.5690862937984,pole,1,103.25745391845703
8,262.4465721959993,378.4075807109086,pole,1,107.44197082519531
9,240.64331850587016,380.18414212269687,pole,1,74.50301361083984
10,232.7295449442677,375.6619858017812,pole,1,62.8158073425293
11,235.7981510191748,367.5867066572889,pole,1,100.75621795654297
