,x,y,category,consensus,depth
0,474.5,405.0,pole,3,35.29096984863281
1,793.0,393.0,pole,3,42.13582229614258
2,538.0,459.0,pole,2,20.644929885864258
3,1028.0,415.0,pole,2,35.16157913208008
4,501.5,451.0,pole,2,22.45797348022461
5,1017.5,410.0,pole,2,39.089683532714844
6,441.5,402.0,pole,2,34.38285446166992
7,521.5,477.0,pole,2,18.531152725219727
8,401.0,398.0,pole,2,33.27735900878906
9,449.5,492.0,pole,2,16.939443588256836
10,772.7663612569219,399.158524587521,pole,2,37.50973129272461
11,521.5,378.0,pole,1,29.087039947509766
12,507.81250000000006,438.85030864197535,pole,1,24.613309860229492
13,509.2592592592593,430.1697530864198,pole,1,25.182872772216797
14,513.1172839506173,424.8649691358025,pole,1,25.182872772216797
15,513.0450948311995,378.3882000409618,pole,1,29.027667999267578
16,560.4889748609207,383.7372649462735,pole,1,53.22704315185547
17,551.8839574045497,384.4349690643576,pole,1,45.90449523925781
18,768.791809802992,399.158524587521,pole,1,37.47509765625
19,493.50937952484384,378.15563200160045,pole,1,52.421478271484375
