,x,y,category,consensus,depth
0,806.5,475.0,pole,2,20.096445083618164
1,275.5,487.0,pole,2,18.84477424621582
2,1199.5,554.0,pole,2,11.737692832946777
3,298.0,478.0,pole,2,20.105159759521484
4,822.5,486.0,pole,2,17.963438034057617
5,692.8201892575447,388.8537618122238,pole,1,62.165977478027344
6,711.425632406455,389.0863298515852,pole,1,60.073890686035156
7,705.6114314224204,392.8074184813672,pole,1,60.74602127075195
8,730.0310755553652,391.64457828456034,pole,1,57.8163948059082
9,961.0,459.0,pole,1,21.022279739379883
