,x,y,category,consensus,depth
0,767.6482986891706,363.9041618469549,pole,3,110.31234741210938
1,723.0540343745238,371.1785908207591,pole,3,70.94435119628906
2,1162.0,573.0,pole,3,8.96615982055664
3,917.0,441.0,pole,3,20.66844367980957
4,877.0,384.0,pole,3,39.41427230834961
5,937.5,372.0,pole,2,48.150733947753906
6,504.0,483.0,pole,2,16.373271942138672
7,441.5,511.0,pole,2,12.910466194152832
8,477.0,495.0,pole,2,14.804821968078613
9,887.0,518.0,pole,2,12.809189796447754
10,642.1203566767643,383.96983298563487,pole,2,50.370811462402344
11,878.0,494.0,pole,2,14.621448516845703
12,559.5,387.0,pole,2,49.688045501708984
13,781.3376439581695,355.77579261273667,pole,2,141.47640991210938
14,807.6175627857608,354.2021722553144,pole,2,141.47640991210938
15,371.7367541152264,410.2500214334706,pole,2,30.078330993652344
16,317.8181798696845,411.5896133401921,pole,1,27.3682861328125
17,818.0514252242895,353.4699713824352,pole,1,114.1124038696289
18,790.4834063084054,357.5880682501453,pole,1,141.47640991210938
19,647.469421582076,382.5744247494666,pole,1,50.63079071044922
20,633.7479072597547,383.7372649462735,pole,1,50.09492874145508
