,x,y,category,consensus,depth
0,392.5,422.0,pole,3,37.4677619934082
1,311.5,479.0,pole,2,19.871145248413086
2,373.5,455.0,pole,2,24.904464721679688
3,137.0,497.0,pole,2,17.840368270874023
4,244.5,494.0,pole,2,18.559785842895508
5,726.5,359.0,pole,2,103.71100616455078
6,485.5,384.0,pole,2,54.22932434082031
7,743.2874537989637,356.2942363016309,pole,1,103.97702026367188
8,772.5910267584973,357.68964453779915,pole,1,91.4371109008789
9,839.5706220945741,366.9923661122543,pole,1,77.80321502685547
10,421.5,407.0,pole,1,40.95823669433594
11,377.0,375.0,pole,1,50.48264694213867
