,x,y,category,consensus,depth
0,898.0,430.0,pole,3,23.45191764831543
1,821.5,430.0,pole,2,26.24628448486328
2,833.0,434.0,pole,2,24.471376419067383
3,1219.5,515.0,pole,2,12.82834529876709
4,1085.5,509.0,pole,2,13.074342727661133
5,816.1463691700961,402.5473679698217,pole,2,35.716102600097656
6,449.16170833681286,435.1691317531115,pole,1,25.59877586364746
7,717.4077991966948,374.3699411386624,pole,1,66.28225708007812
8,750.6779492720029,380.3456477055867,pole,1,52.88456344604492
9,737.5959970579255,374.6929523044421,pole,1,75.80281829833984
10,766.2465706447189,385.80246913580254,pole,1,51.13438034057617
11,1278.0,489.0,pole,1,14.052803993225098
