,x,y,category,consensus,depth
0,1240.0,717.0,pole,2,5.8109917640686035
1,261.5,549.0,pole,2,11.575138092041016
2,922.0,511.0,pole,2,13.806604385375977
3,378.5,538.0,pole,2,12.033148765563965
4,1090.5,623.0,pole,2,8.667469024658203
5,870.0,477.0,pole,2,17.902462005615234
6,884.0,486.0,pole,2,17.07575798034668
7,1003.0,565.0,pole,2,10.740440368652344
8,971.5,542.0,pole,2,12.051246643066406
9,454.0,523.0,pole,2,13.4942626953125
10,902.5,499.0,pole,2,15.9795560836792
11,857.5,469.0,pole,2,20.28767967224121
12,515.0,483.0,pole,2,17.57835578918457
13,500.0,495.0,pole,2,15.802274703979492
14,118.0,554.0,pole,2,10.98220157623291
15,944.0,525.0,pole,2,13.715529441833496
16,485.0,508.0,pole,2,15.687515258789062
17,1152.0,664.0,pole,2,7.300419330596924
18,1257.661638636357,490.57320802790633,pole,2,14.251200675964355
19,635.3758835352844,365.5969578760861,pole,2,14.507593154907227
20,388.4816529492456,430.678798010974,pole,2,24.977886199951172
