,x,y,category,consensus,depth
0,481.0,393.0,pole,3,61.728660583496094
1,341.9073189778034,416.3613926900223,pole,3,36.281681060791016
2,357.41185493522863,412.1622475348863,pole,3,39.831451416015625
3,82.5,421.0,pole,2,42.683815002441406
4,459.2729307438834,395.52747820996393,pole,2,62.381263732910156
5,106.3735772722834,421.9894136271144,pole,2,43.10600280761719
6,163.49533167104866,415.3665182994209,pole,2,52.47837829589844
7,517.9004672153332,405.5173633254767,pole,2,50.40553283691406
8,176.7517099146472,417.22706261431193,pole,2,41.75444030761719
9,123.9587649796144,412.80826986644576,pole,2,48.12623596191406
10,703.5126569190977,375.4116884998319,pole,1,71.98641967773438
11,689.9894986496283,380.7535561498288,pole,1,71.9372787475586
12,613.7212149814139,383.1271327442452,pole,1,154.97372436523438
13,100.9409893061536,422.5151479464173,pole,1,43.00613784790039
14,349.01356462495664,415.55386477557306,pole,1,36.468013763427734
15,359.3499219299068,412.1622475348863,pole,1,39.831451416015625
16,490.25,391.9,pole,1,60.951480865478516
17,522.5914138253006,404.2198674546347,pole,1,50.19045639038086
18,527.1825530605878,403.2217937078331,pole,1,50.19045639038086
19,529.7775448022718,387.05299900964775,pole,1,56.4140739440918
20,551.1186613407543,373.2459023447794,pole,1,50.3037109375
21,414.0247938044074,400.1876902938583,pole,1,47.83148193359375
