,x,y,category,consensus,depth
0,501.0,393.0,pole,3,69.90209197998047
1,417.5,403.0,pole,3,54.3017463684082
2,357.5,412.0,pole,3,41.98540496826172
3,253.0,431.0,pole,3,30.696369171142578
4,444.9701964400516,399.6611873864842,pole,3,53.40889358520508
5,281.40732762726725,426.5297841887671,pole,2,31.912553787231445
6,478.74895587783647,416.7129649872891,pole,2,41.429447174072266
7,162.33249147424175,417.6921986930346,pole,2,49.24462127685547
8,530.716321315953,377.4532059520483,pole,2,122.65345001220703
9,541.9353334827897,386.77069063298046,pole,2,54.50209426879883
10,673.0,385.0,pole,1,46.75703430175781
11,191.1709283550526,416.9944945749505,pole,1,49.30522155761719
12,265.1275648719708,430.7160088972718,pole,1,31.372575759887695
13,280.01191939109896,426.2972161494056,pole,1,31.912553787231445
14,455.11456861918913,399.6965230868956,pole,1,52.74738311767578
15,486.0568605638957,415.73857769581457,pole,1,41.289066314697266
16,490.6040012574437,416.3881692234643,pole,1,41.2496452331543
17,492.495618849272,385.0593158956664,pole,1,48.3568229675293
18,496.10852107249065,385.81992689002817,pole,1,68.56986999511719
19,609.8450809920575,375.5004802188913,pole,1,47.65424728393555
20,689.171663120536,376.6080826249796,pole,1,161.39678955078125
21,785.5,395.0,pole,1,23.108959197998047
