,x,y,category,consensus,depth
0,689.5,444.0,pole,3,23.4964656829834
1,49.5,644.0,pole,3,6.813744068145752
2,783.0,464.0,pole,3,18.14773941040039
3,921.5,444.0,pole,2,23.32782554626465
4,906.0,442.0,pole,2,25.521944046020508
5,853.5,435.0,pole,2,27.467857360839844
6,801.5,418.0,pole,2,35.056182861328125
7,978.5,417.0,pole,2,34.7847900390625
8,941.5,418.0,pole,2,34.430992126464844
9,884.0,439.0,pole,2,25.51734161376953
10,1037.0,418.0,pole,2,36.088443756103516
11,726.0,429.0,pole,2,29.74051284790039
12,817.0,431.0,pole,2,27.404409408569336
13,1010.0,419.0,pole,2,34.695064544677734
14,898.6771020583659,416.4801560727528,pole,2,34.53303909301758
15,772.5619557535771,426.25360964202537,pole,2,29.774173736572266
16,1272.0,400.0,pole,2,48.257240295410156
17,1242.5835783587509,398.4645552860413,pole,1,44.63356018066406
18,1048.1712329550987,416.0383815242426,pole,1,36.60118865966797
