,x,y,category,consensus,depth
0,699.5,524.0,pole,2,13.7955961227417
1,1125.5,511.0,pole,2,13.899426460266113
2,1253.0,520.0,pole,2,13.97274112701416
3,448.5,492.0,pole,2,15.084358215332031
4,197.0,458.0,pole,2,16.97322654724121
5,1107.0,460.0,pole,2,26.456872940063477
6,105.0,444.0,pole,2,18.278600692749023
7,309.5,474.0,pole,2,15.876548767089844
8,1272.0,513.0,pole,2,13.969722747802734
9,1160.0,502.0,pole,2,16.969144821166992
10,840.5,535.0,pole,2,12.488325119018555
11,25.5,432.0,pole,2,18.776376724243164
12,1025.5,438.0,pole,2,31.442279815673828
13,1089.0,442.0,pole,2,31.6456356048584
14,978.4915123456792,456.2114197530864,pole,2,24.993755340576172
15,676.0,485.0,pole,1,15.85676097869873
16,1243.0555555555554,452.0833333333333,pole,1,29.581300735473633
17,1173.804012345679,447.5308641975309,pole,1,29.37221908569336
18,1167.0524691358023,464.891975308642,pole,1,24.24799919128418
19,964.988425925926,435.47453703703707,pole,1,31.224246978759766
20,957.27237654321,455.2469135802469,pole,1,24.905473709106445
21,970.2932098765432,460.5516975308642,pole,1,24.934310913085938
22,62.0,418.0,pole,1,22.632282257080078
23,981.0,429.0,pole,1,26.423091888427734
