,x,y,category,consensus,depth
0,793.37330675583,464.8383916323732,pole,3,20.477455139160156
1,110.51633230452676,457.8055341220851,pole,3,18.901248931884766
2,129.0,438.0,pole,3,26.087865829467773
3,983.5,478.0,pole,3,15.799650192260742
4,927.0,448.0,pole,3,20.163406372070312
5,221.5,462.0,pole,3,20.952106475830078
6,773.5,454.0,pole,2,22.14109992980957
7,49.5,455.0,pole,2,20.47808837890625
8,79.5,451.0,pole,2,20.31886863708496
9,267.68581330494595,454.205380872771,pole,2,23.020084381103516
10,247.4523938805061,460.94985401425095,pole,2,20.760456085205078
11,786.6299752569388,460.1489629698484,pole,1,21.439899444580078
