,x,y,category,consensus,depth
0,573.6678304247321,411.0317084546574,pole,3,82.96231842041016
1,721.0,420.0,pole,3,47.0167121887207
2,479.5652319451213,423.2800183623473,pole,2,52.41136932373047
3,1011.2847222222224,434.0277777777778,pole,1,27.70901870727539
4,473.6704967388172,425.1815458482519,pole,1,48.644649505615234
5,467.96591428110366,426.3224623397946,pole,1,47.397705078125
6,463.4022483149328,428.79444807147047,pole,1,46.49485397338867
7,457.6976658572193,430.31567006019407,pole,1,45.1727409362793
8,453.8946108854102,430.8861283059654,pole,1,44.7798957824707
9,447.4294174333348,432.5975030432795,pole,1,40.97559356689453
10,442.29529322139257,433.73841953482224,pole,1,40.25004959106445
11,436.0202525179077,436.2104052664981,pole,1,38.677188873291016
12,428.60429532288,437.1611690094504,pole,1,38.677188873291016
13,421.7587963736237,439.8233074897167,pole,1,38.16330337524414
14,414.9132974243674,441.7248349756212,pole,1,34.61737823486328
15,406.35642373779706,443.8165152101162,pole,1,33.63715362548828
16,396.4684808110935,445.1475844502494,pole,1,33.193607330322266
17,386.7606494579714,447.2283396919297,pole,1,31.697526931762695
18,374.8996794505412,447.6934757706524,pole,1,32.00947570800781
19,363.2712774824722,451.6471324397958,pole,1,28.62485122680664
20,351.1777394356806,455.1356530302165,pole,1,27.86614227294922
21,335.1305447197455,457.4613334238303,pole,1,25.871591567993164
22,322.5718705942311,462.3452622504192,pole,1,24.87700080871582
23,303.50129136659814,467.9268951950923,pole,1,23.4305419921875
24,267.16820987654324,477.4305555555556,pole,1,20.805967330932617
25,242.09104938271608,482.73533950617286,pole,1,19.405841827392578
26,211.7091049382716,491.8981481481482,pole,1,18.235225677490234
27,181.3271604938272,503.954475308642,pole,1,17.068593978881836
28,144.67592592592592,515.0462962962963,pole,1,14.240283966064453
29,101.75540123456793,527.1026234567902,pole,1,13.917182922363281
30,51.11882716049383,540.1234567901234,pole,1,11.907519340515137
31,923.0,433.0,pole,1,28.89756965637207
32,950.0,435.0,pole,1,28.572664260864258
33,1111.0,442.0,pole,1,21.69548225402832
34,1162.0,429.0,pole,1,19.289976119995117
35,1266.5,482.0,pole,1,15.564270973205566
