,x,y,category,consensus,depth
0,472.0806084797695,325.5045314412956,pole,3,56.26287078857422
1,260.5,423.0,pole,3,18.644750595092773
2,435.5,351.0,pole,3,37.20652770996094
3,7.5,524.0,pole,2,11.291738510131836
4,176.0,470.0,pole,2,14.213397979736328
5,114.0,496.0,pole,2,12.609298706054688
6,753.985583609587,325.3626870665677,pole,2,50.99915313720703
7,503.6406827249905,331.1827037950383,pole,2,49.4328727722168
8,467.9870423642806,323.5237736434784,pole,1,56.174678802490234
9,480.2677407107474,323.39172312362393,pole,1,56.520896911621094
10,498.7548134903747,331.05065327518383,pole,1,47.91033935546875
