,x,y,category,consensus,depth
0,937.0,386.0,pole,3,41.281009674072266
1,589.5,370.0,pole,3,59.82213592529297
2,1031.539351851852,408.9506172839506,pole,3,28.987173080444336
3,501.6454620269996,372.6609562605992,pole,2,93.46272277832031
4,810.1851851851852,367.9591049382717,pole,2,58.983455657958984
5,378.4797624549772,388.9256095573931,pole,2,70.46314239501953
6,472.7353130535209,375.32171565657234,pole,2,115.87316131591797
7,575.8664438263075,368.9683202958976,pole,2,59.82213592529297
8,394.5129231238016,387.7109761733912,pole,1,71.06192016601562
9,652.2813562474022,369.0760797352364,pole,1,77.16860961914062
10,859.0,378.0,pole,1,49.675140380859375
