,x,y,category,consensus,depth
0,265.5,406.0,pole,3,73.52840423583984
1,227.0,464.0,pole,3,26.279939651489258
2,250.0,400.0,pole,3,104.1800308227539
3,141.5,395.0,pole,3,181.13441467285156
4,565.0,429.0,pole,3,41.70204544067383
5,715.5,467.0,pole,3,24.534372329711914
6,1133.0,499.0,pole,3,15.693557739257812
7,855.0,500.0,pole,3,18.26384925842285
8,663.5,467.0,pole,2,25.802019119262695
9,677.5,469.0,pole,2,25.39223861694336
10,192.59540759614103,395.7290544758445,pole,2,145.443359375
11,176.0,498.0,pole,2,18.57731819152832
