,x,y,category,consensus,depth
0,141.5,373.0,pole,2,47.835670471191406
1,177.5,385.0,pole,2,40.197532653808594
2,197.5,390.0,pole,2,37.81603240966797
3,254.0,400.0,pole,2,35.56156539916992
4,221.0,395.0,pole,2,37.192047119140625
5,113.8653120713306,363.0294067215364,pole,2,52.7590446472168
6,130.94510888203018,370.7320601851852,pole,2,47.69655990600586
7,121.90286351165982,366.7132844650206,pole,2,48.717872619628906
8,135.29878257887518,364.0341006515776,pole,2,48.631595611572266
9,156.5,377.0,pole,2,43.01902770996094
10,161.08592678326477,382.45348936899865,pole,1,40.99778747558594
