,x,y,category
0,105.29192386831275,419.96206275720164,pole
1,133.8252314814815,411.52263374485597,pole
2,174.01298868312756,412.3263888888889,pole
3,159.94727366255145,423.5789609053498,pole
4,33.0,468.0,pole
5,202.06404320987656,469.71450617283955,pole
6,208.33333333333334,488.0401234567902,pole
7,311.5354938271605,496.7206790123457,pole
8,564.9728866598081,481.248392489712,pole
9,610.1841135116599,477.56451474622776,pole
10,670.8006472908094,487.61145404663927,pole
11,677.498606824417,452.7820644718793,pole
12,778.8387345679013,441.66345164609055,pole
13,872.0743312757202,445.6822273662551,pole
14,937.1784979423868,447.69161522633743,pole
15,1006.7033179012345,450.9066358024691,pole
16,1164.2393261316872,448.4953703703704,pole
17,1170.6693672839506,432.8221450617284,pole
18,1181.9219393004116,440.4578189300411,pole
19,707.0,484.0,pole
20,916.0,597.0,pole
