,x,y,category
0,690.5596279149521,398.5285922496571,pole
1,666.4469735939645,403.55206189986285,pole
2,669.4610553840879,401.87757201646093,pole
3,516.077782064472,387.8118569958848,pole
4,545.2139060356653,393.50512259945134,pole
5,464.5034936556928,390.1561428326475,pole
6,458.47533007544587,390.4910408093279,pole
7,433.0230838477367,464.83839163237315,pole
8,414.60369513031554,477.56451474622776,pole
9,405.56144975994516,444.40961505486973,pole
10,408.5755315500686,439.0512474279836,pole
11,921.3043338477368,417.9526748971194,pole
12,997.9959705075447,426.32512431412897,pole
13,989.2886231138547,425.65532836076824,pole
14,1107.638888888889,464.5833333333333,pole
