,x,y,category
0,522.4009990425158,392.9901868935502,pole
1,482.9116703352947,400.60258760819517,pole
2,553.1628230709036,395.03748386072914,pole
3,660.0462703351319,389.5490335707187,pole
4,625.5893378106033,388.9300467589008,pole
5,637.350087235143,392.2313097552628,pole
6,640.8576791687776,389.34270463344603,pole
7,700.3958777989644,391.3818625363929,pole
8,747.6362607942443,391.24727455065135,pole
9,717.3539640023982,390.17057066471904,pole
10,723.6795993322505,389.3630427502698,pole
11,909.853299778596,389.4040779400192,pole
12,921.0523759850043,389.96169144526397,pole
13,927.7374335526375,388.8475151839918,pole
14,931.8227465106355,388.8475151839918,pole
15,1061.0671928182087,405.93155119016524,pole
