,x,y,category
0,765.2418767146777,420.0178790866484,pole
1,774.1724894261546,424.7622670896205,pole
2,780.8704489597623,428.9484917981253,pole
3,789.5219800240055,434.25104309556474,pole
4,11.0,586.0,pole
5,1136.5,614.0,pole
6,367.5,446.0,pole
7,333.5,461.0,pole
8,381.5,441.0,pole
9,350.0,454.0,pole
10,311.0,470.0,pole
11,1062.5,575.0,pole
12,1007.0,547.0,pole
13,137.0,538.0,pole
14,425.5,424.0,pole
15,185.0,518.0,pole
16,286.0,479.0,pole
17,839.5,460.0,pole
18,857.0,469.0,pole
19,417.5,428.0,pole
20,394.0,435.0,pole
21,405.5,432.0,pole
22,876.0,479.0,pole
23,226.0,503.0,pole
24,900.0,491.0,pole
25,929.5,506.0,pole
26,259.5,490.0,pole
27,824.0,452.0,pole
28,962.5,524.0,pole
29,810.0,446.0,pole
30,798.0,438.0,pole
31,757.5,417.0,pole
32,78.0,560.0,pole
33,729.5,390.0,pole
