,x,y,category
0,705.5362654320988,342.88194444444446,pole
1,542.5347222222223,343.84645061728395,pole
2,471.1612654320988,387.7314814814815,pole
3,741.7052469135803,455.24691358024694,pole
4,1154.0,534.0,pole
5,876.5,569.0,pole
6,965.5,645.0,pole
7,1101.0,702.0,pole
8,339.5,461.0,pole
9,849.0,546.0,pole
10,353.5,455.0,pole
11,315.5,446.0,pole
12,789.5,496.0,pole
13,367.5,448.0,pole
14,806.0,511.0,pole
15,425.5,413.0,pole
16,389.0,420.0,pole
17,453.5,406.0,pole
18,463.5,402.0,pole
19,513.0,361.0,pole
