,x,y,category
0,756.3657407407408,504.0509259259259,pole
1,774.3055555555555,445.02314814814815,pole
2,703.7037037037037,468.75,pole
3,443.86574074074076,458.33333333333337,pole
4,268.51851851851853,435.1851851851852,pole
5,229.74537037037038,452.5462962962963,pole
6,195.02314814814815,468.1712962962963,pole
7,1194.5,690.0,pole
8,105.5,497.0,pole
9,678.0,454.0,pole
10,644.5,438.0,pole
11,1208.0,415.0,pole
12,693.0,391.0,pole
13,29.5,431.0,pole
14,534.5,379.0,pole
15,489.5,366.0,pole
