,x,y,category
0,971.6435185185186,533.5648148148148,pole
1,459.5871913580247,610.0501543209876,pole
2,85.06944444444444,618.6342592592592,pole
3,285.8796296296296,592.5925925925926,pole
4,253.0,719.0,pole
5,219.5,618.0,pole
6,108.5,719.0,pole
7,337.5,624.0,pole
8,1268.0,550.0,pole
9,905.0,550.0,pole
10,552.0,586.0,pole
11,934.5,566.0,pole
12,1168.0,667.0,pole
13,1144.0,719.0,pole
14,580.5,578.0,pole
15,594.0,569.0,pole
16,1091.0,694.0,pole
17,607.0,555.0,pole
18,1001.5,572.0,pole
19,1106.0,574.0,pole
