,x,y,category
0,975.6694387288524,414.71532778920897,pole
1,826.0816758116141,416.3898176726109,pole
2,774.1724894261546,417.5061442615455,pole
3,590.0,428.0,pole
4,698.0,430.0,pole
5,1246.0,423.0,pole
6,653.0,427.0,pole
7,621.0,442.0,pole
8,962.0,418.0,pole
9,813.5,439.0,pole
10,781.5,435.0,pole
11,937.5,419.0,pole
12,905.0,418.0,pole
13,838.0,443.0,pole
14,853.5,446.0,pole
15,868.5,418.0,pole
16,1222.0,423.0,pole
17,1194.0,400.0,pole
18,744.0,432.0,pole
19,722.0,462.0,pole
