,x,y,category
0,1250.4602056362885,382.1674306805842,pole
1,918.3118544416778,364.70499503124677,pole
2,1177.0296158750687,368.6653332287318,pole
3,1172.7035734762335,368.1462081408716,pole
4,1196.3034152704292,370.4808867026749,pole
5,1217.0496925271232,373.33513082211005,pole
6,1044.9735449735451,366.0005668934241,pole
7,993.6630987297759,386.7251182297356,pole
8,1018.4542057033672,396.738464368906,pole
9,879.1645998677247,419.30183531746025,pole
10,888.3101851851852,382.35780423280426,pole
11,837.4669312169312,384.6312830687831,pole
12,1079.0,569.0,pole
13,1062.0,390.0,pole
14,1125.0,375.0,pole
15,341.0,401.0,pole
16,182.0,419.0,pole
