,x,y,category
0,949.2076394969806,403.6046660730867,pole
1,940.9708095771217,403.25663100605044,pole
2,1013.3454611053955,515.4638024405579,pole
3,980.2942203115814,455.5210514954439,pole
4,965.0802836566727,500.76816027336866,pole
5,961.3485633450913,489.5729993386244,pole
6,808.1756942355124,405.1440098127843,pole
7,764.1953897542298,406.43168337056267,pole
8,638.2275132275132,490.0793650793651,pole
9,612.4338624338625,500.6613756613757,pole
10,373.1134484216968,443.9399767843646,pole
11,237.14962973679704,521.1849762088478,pole
12,9.53113661311361,482.83616771843765,pole
13,321.0,510.0,pole
14,77.0,532.0,pole
15,335.0,421.0,pole
