,x,y,category
0,111.11584102821386,451.246598594229,pole
1,104.00959538106065,446.23992552464375,pole
2,95.28829390500898,437.6801296314819,pole
3,85.92097009739793,434.93453472235456,pole
4,79.4607467818041,431.2199063158881,pole
5,73.32353463198996,427.98979465809117,pole
6,67.67083923084536,423.95215508584505,pole
7,62.502660578370296,419.59150434781924,pole
8,57.818998674564774,417.33042618736135,pole
9,54.26587585098817,415.0693480269035,pole
10,51.52028094186079,412.8082698664457,pole
11,49.0976971985131,412.1622475348863,pole
12,45.38306879204665,409.09364145997927,pole
13,41.18392363691066,405.0560018877331,pole
14,36.984778481774676,403.2794404759448,pole
15,33.10864449241838,398.5957785721393,pole
16,764.0,504.0,pole
