,x,y,category
0,87.60931069958848,492.3000257201646,pole
1,150.3022119341564,457.73855452674894,pole
2,201.3406635802469,462.9629629629629,pole
3,182.0505401234568,525.6558641975308,pole
4,241.6769542363652,446.53063557384553,pole
5,250.39825571241684,466.1051122200949,pole
6,298.65612387990274,446.1430221749099,pole
7,294.198569792143,470.56266630785456,pole
8,330.82803599156006,476.7644806908247,pole
9,357.37955381865066,482.7724883743269,pole
10,373.6593165739472,489.9433362546361,pole
11,1050.9098508230452,448.0934927983539,pole
12,956.0484484747308,495.5637305392027,pole
13,962.8316829561044,506.9983258078038,pole
14,987.2513270890493,486.2610089647476,pole
15,830.1461731641263,445.2619194949221,pole
16,861.269644866857,446.7573415587169,pole
17,901.7395044683057,446.9442693166913,pole
18,782.5914524510366,416.79515054121225,pole
19,404.87743506970014,444.2128417723844,pole
20,449.84456299633706,443.8662743124489,pole
21,486.3207881545531,442.3933626077229,pole
22,530.7165700873311,439.940727708677,pole
23,517.2466063795308,441.8148096158493,pole
