,x,y,category
0,748.6365187042754,411.1802935909161,pole
1,79.53826946159123,469.6944122942387,pole
2,773.4502364594712,447.6934757706524,pole
3,798.806612973177,439.2951854603804,pole
4,723.0604945978394,453.6691823375767,pole
5,962.1618870027436,551.2420696159122,pole
6,685.0082384944104,472.6413837628448,pole
7,696.448877133148,455.837945762199,pole
8,676.0702395578968,412.22051095201215,pole
9,620.2971261940512,408.6453113774066,pole
10,652.4739223655006,402.2099521431168,pole
11,433.4629167444881,410.3985892487932,pole
12,211.7450718760329,465.78757589295424,pole
13,218.70867350898405,426.0692554679737,pole
14,190.3384446339979,457.5344184020492,pole
15,209.16596016012508,510.40620857815975,pole
