,x,y,category
0,913.9923946902152,420.4830151653712,pole
1,940.505151177412,426.0646481100443,pole
2,992.3761011161224,524.2622632088352,pole
3,526.8498820946138,411.9976219459805,pole
4,534.2024550401113,413.7723809328247,pole
5,587.445224645438,408.9551779685332,pole
6,431.0814729591254,385.26003187066345,pole
7,445.89384213273695,381.3838978813072,pole
8,390.24363271412153,375.0159634702218,pole
9,230.9529835324794,360.8034721759154,pole
10,280.0506807309925,368.8787513204077,pole
11,145.30957625588513,380.5980830766764,pole
