,x,y,category
0,884.1461629721715,440.32882119087543,pole
1,890.9293974535451,449.43773606586274,pole
2,897.1312118365151,456.6085839461719,pole
3,901.394959224807,460.29091123606037,pole
4,909.3410339029875,469.01221271211205,pole
5,916.124268384361,473.4697667998718,pole
6,676.2148312471422,421.97145061728395,pole
7,670.6331983024692,426.7158386202561,pole
8,662.8189121799269,430.0648183870599,pole
9,652.7719728795154,431.73930827046183,pole
10,623.1893182727481,435.646451331733,pole
11,945.5,502.0,pole
12,933.5,491.0,pole
13,922.0,482.0,pole
14,475.5,468.0,pole
15,955.5,514.0,pole
16,515.0,442.0,pole
17,574.0,439.0,pole
18,1093.0,398.0,pole
