,x,y,category
0,805.0947359396434,434.6975737311386,pole
1,796.7222865226338,430.678798010974,pole
2,787.0102451989027,426.66002229080937,pole
3,778.637795781893,422.64124657064474,pole
4,771.9398362482854,419.2922668038409,pole
5,765.2418767146777,416.27818501371746,pole
6,759.8835090877916,412.59430727023323,pole
7,458.91203703703707,414.35185185185185,pole
8,449.0740740740741,419.5601851851852,pole
9,442.1296296296296,420.7175925925926,pole
10,423.03240740740745,428.24074074074076,pole
11,414.35185185185185,432.8703703703704,pole
12,399.8842592592593,439.23611111111114,pole
13,897.0,481.0,pole
14,815.5,441.0,pole
15,166.0,536.0,pole
16,1032.5,548.0,pole
17,951.0,508.0,pole
18,213.0,516.0,pole
19,986.0,526.0,pole
20,921.0,492.0,pole
21,333.5,467.0,pole
22,250.0,502.0,pole
23,353.5,459.0,pole
24,857.5,462.0,pole
25,875.5,471.0,pole
26,842.0,454.0,pole
27,282.5,487.0,pole
28,829.5,446.0,pole
29,309.5,478.0,pole
30,433.5,426.0,pole
31,369.5,453.0,pole
32,386.0,443.0,pole
33,130.0,439.0,pole
34,733.0,385.0,pole
