,x,y,category
0,1144.3865740740741,537.229938271605,pole
1,332.5,463.0,pole
2,186.0,496.0,pole
3,867.5,539.0,pole
4,14.5,486.0,pole
5,301.5,426.0,pole
6,389.5,462.0,pole
7,267.5,487.0,pole
8,317.5,465.0,pole
9,1134.0,556.0,pole
10,938.5,533.0,pole
11,772.0,434.0,pole
12,1158.0,423.0,pole
13,717.5,439.0,pole
14,638.0,445.0,pole
15,600.0,436.0,pole
16,694.0,430.0,pole
17,565.0,413.0,pole
18,657.0,435.0,pole
19,1241.0,417.0,pole
20,1073.5,426.0,pole
21,1042.5,592.0,pole
22,1113.5,428.0,pole
