,x,y,category
0,839.9552072638307,394.8054444236933,pole
1,877.8080782536383,427.7374421848259,pole
2,870.2375040556768,422.05951153635476,pole
3,866.0736882467979,417.51716701757783,pole
4,861.152815018123,412.2177650790048,pole
5,855.8534130795499,409.94659281961634,pole
6,852.0681259805691,404.6471908810433,pole
7,894.0848127792556,394.4269157137952,pole
8,79.5,489.0,pole
9,925.5,466.0,pole
10,17.5,503.0,pole
11,134.0,475.0,pole
12,1106.0,511.0,pole
13,321.0,463.0,pole
14,223.0,468.0,pole
15,974.0,437.0,pole
16,957.5,497.0,pole
17,1017.5,460.0,pole
18,909.5,403.0,pole
19,349.0,455.0,pole
20,939.5,479.0,pole
21,373.5,449.0,pole
22,885.5,439.0,pole
