,x,y,category
0,498.663087277092,397.1890003429356,pole
1,459.14512602880666,399.1983882030179,pole
2,36.0,481.0,pole
3,101.57267518470366,463.3234862703328,pole
4,156.43278317216394,454.6327760941014,pole
5,193.36830142114707,444.8557271458412,pole
6,234.10600537223144,441.05354144374,pole
7,227.9997385882079,434.107230614082,pole
8,258.6132866265933,431.4374444479437,pole
9,291.1846778534802,423.2501002051197,pole
10,801.7457561728395,464.9723508230453,pole
11,976.5625,591.1619084362139,pole
12,1236.0,678.0,pole
13,833.8959619341564,418.3545524691358,pole
14,864.8405349794239,431.616512345679,pole
15,376.5018738977072,412.6708553791887,pole
