,x,y,category
0,859.3482081618656,428.6694101508917,pole
1,823.849022633745,441.7304312414267,pole
2,814.4718792866942,503.6865569272977,pole
3,797.3920824759946,483.5926783264747,pole
4,787.3451431755831,474.2155349794239,pole
5,773.9492241083677,464.5034936556928,pole
6,764.9069787379973,458.81022805212626,pole
7,756.1996313443074,450.772676611797,pole
8,51.071941443758575,523.5571702103338,pole
9,967.0138888888889,618.0555555555555,pole
10,1034.1435185185185,678.8194444444445,pole
11,917.2453703703704,579.1859567901234,pole
12,1056.616512345679,555.0733024691358,pole
13,950.0385802469136,502.025462962963,pole
14,1186.8248456790125,541.5702160493828,pole
