,x,y,category
0,968.4133159007774,400.01702770156993,pole
1,963.2968190348272,392.8074184813672,pole
2,1237.3810442386832,454.92541152263374,pole
3,1200.4083076131687,448.0934927983539,pole
4,1169.0618569958847,440.8596965020576,pole
5,1160.6224279835392,440.0559413580247,pole
6,1138.5191615226338,436.0371656378601,pole
7,1115.6121399176955,430.00900205761315,pole
8,1091.499485596708,425.1864711934156,pole
9,1070.601851851852,419.96206275720164,pole
10,893.2016093474426,480.1862874779541,pole
11,360.65641534391534,394.4141313932981,pole
12,724.363819601915,419.510975686571,pole
13,692.1315980095743,404.00998362307894,pole
