,x,y,category
0,1005.4976851851852,391.0268775720165,pole
1,849.3012688614541,482.9228823731139,pole
2,853.6549425582991,472.8759430727024,pole
3,865.0,509.0,pole
4,901.0,532.0,pole
5,949.0,562.0,pole
6,1017.0,611.0,pole
7,1119.0,691.0,pole
8,688.0137831107429,388.0010123345654,pole
9,421.167695473251,423.98083847736626,pole
10,369.32548868312756,466.5798611111111,pole
11,346.4184670781893,472.608024691358,pole
12,327.5302211934156,483.4587191358025,pole
13,274.08050411522635,498.3281893004115,pole
14,237.10776748971193,513.1976594650206,pole
15,198.12564300411523,530.0765174897119,pole
16,149.096579218107,545.3478652263375,pole
17,92.43184156378601,570.6661522633744,pole
18,20.093878600823047,599.6013374485597,pole
