,x,y,category
0,494.2450241363042,425.1054847488157,pole
1,517.7479038620842,428.7564175217524,pole
2,681.5173825445817,411.36634802240513,pole
3,706.9138124428441,412.2035929641061,pole
4,722.2633030406951,406.9010416666667,pole
5,767.0093938138242,404.20325241007475,pole
6,817.4766583552432,388.38862573350104,pole
7,834.9192613073466,399.08675554412446,pole
8,846.5476632754155,398.15648338667893,pole
9,857.7109291647616,398.85418750476305,pole
10,981.3850308641976,479.0380658436214,pole
11,1010.7220936213992,492.70190329218104,pole
12,1042.872299382716,507.5713734567901,pole
13,1087.8825874485597,527.6652520576132,pole
14,1136.911651234568,549.7685185185185,pole
15,1217.0,581.0,pole
