,x,y,category
0,290.07801797473525,412.7835866401542,pole
1,431.26643380314624,406.1092251646294,pole
2,483.84380874082956,406.18654096796206,pole
3,504.66559545216165,403.73247636172937,pole
4,511.19546452455563,402.7996379228159,pole
5,527.0537179860838,399.81455491829297,pole
6,535.0761285607392,397.0160396015527,pole
7,586.056713429168,396.27535692580625,pole
8,593.8470338479832,395.3275643195508,pole
9,602.2137547859631,398.37000829699804,pole
10,606.5872680035436,392.66542583928447,pole
11,631.3071253203024,392.2851203421036,pole
12,624.6517791196366,396.08817531391264,pole
13,677.3240904791919,397.0389390568649,pole
14,694.8181433495135,395.7078698167317,pole
15,701.6636422987698,397.0389390568649,pole
16,732.0880820732423,399.13061929135984,pole
17,822.241512345679,386.6062242798354,pole
18,928.7390689300412,398.2606738683128,pole
19,939.5897633744856,399.06442901234567,pole
20,945.6179269547325,398.6625514403292,pole
21,1142.9398148148148,429.20524691358025,pole
