,x,y,category
0,1100.434439578253,463.58562512701326,pole
1,1121.9469832191805,445.56160207650646,pole
2,959.3431623656837,439.0884583142814,pole
3,940.7377192167735,455.3682210695779,pole
4,867.4787868179395,450.9494283217117,pole
5,909.3410339029875,436.5302098813063,pole
6,677.5899613626741,438.8788436569826,pole
7,187.1849705693312,475.310930444816,pole
8,133.56511704990243,465.1360787227557,pole
9,87.53602592629639,453.18466558890714,pole
10,50.06673069585218,446.88594785620313,pole
11,251.73164580475537,487.5556377171925,pole
12,332.10716020804756,501.2306384316415,pole
13,721.035343792867,567.3171724965707,pole
14,432.0,523.0,pole
15,558.0,542.0,pole
16,733.5069444444445,441.7438271604939,pole
17,767.2646604938273,429.68750000000006,pole
18,858.4104938271605,432.5810185185185,pole
19,1042.0,611.0,pole
20,1223.0,624.0,pole
