,x,y,category
0,366.4342028177869,434.5301247427984,pole
1,354.1546103395062,439.5535943930041,pole
2,340.2005279778235,445.41430898491086,pole
3,307.5479752514861,455.1821666380888,pole
4,288.57042323959763,461.3219628772291,pole
5,237.21940014860544,464.1127793495656,pole
6,150.9831711534065,462.71737111339735,pole
7,693.4645965332753,386.8283023521376,pole
8,739.2918056782689,437.8147176172236,pole
9,733.9082862486074,433.5079020734944,pole
10,841.9335133744856,444.0747170781893,pole
11,1100.0,575.0,pole
12,736.4406507201647,410.2500214334706,pole
13,702.9508530521263,370.3971622085048,pole
14,355.55001857567447,403.8311435470965,pole
