,x,y,category
0,735.9659052367386,400.9059998643333,pole
1,426.4925733024692,404.7481261022929,pole
2,275.367018827187,446.9667006476481,pole
3,265.1383319108301,447.5050525906143,pole
4,310.62907109147,445.7554087759743,pole
5,323.4556291438043,415.8316543781436,pole
6,446.4360594746983,410.7299369553775,pole
7,763.210782504255,402.5365147946516,pole
8,693.7554019770937,399.254851854945,pole
9,696.3120702911527,401.3969253072647,pole
10,701.814536654716,386.8217211420829,pole
11,687.3652219176693,384.4001616696193,pole
