,x,y,category,consensus
0,148.5,495.0,pole,3
1,453.0,437.0,pole,3
2,536.0,415.0,pole,3
3,1206.5,389.0,pole,3
4,590.0,538.0,pole,2
5,698.3024691358025,510.2237654320988,pole,2
6,530.4783950617284,563.7538580246913,pole,2
7,893.8426997599453,460.4847179355282,pole,2
8,741.7052469135803,496.7206790123457,pole,2
9,643.3256172839507,524.2091049382716,pole,2
10,787.0370370370371,486.5933641975309,pole,2
11,868.0555555555557,468.75000000000006,pole,2
12,832.8510802469136,476.4660493827161,pole,2
13,269.5,667.0,pole,2
14,450.0,589.0,pole,2
15,358.5,627.0,pole,2
