,x,y,category,consensus
0,573.5,385.0,pole,3
1,51.23939043209877,471.2014531893005,pole,3
2,385.0,453.0,pole,2
3,279.5,487.0,pole,2
4,853.0,471.0,pole,2
5,837.5,459.0,pole,2
6,1070.0,665.0,pole,2
7,332.5,474.0,pole,2
8,362.0,462.0,pole,2
9,869.0,486.0,pole,2
10,563.5,394.0,pole,2
11,1185.5,719.0,pole,2
12,999.0,599.0,pole,2
13,887.5,506.0,pole,2
14,408.5,446.0,pole,2
15,950.0,558.0,pole,2
16,426.0,438.0,pole,2
17,914.5,527.0,pole,2
18,779.9773876886146,405.5614497599452,pole,2
19,473.1608873725948,423.4789941984723,pole,2
20,804.4249399862827,427.66471622085055,pole,2
21,788.6847350823047,412.5943072702332,pole,2
22,531.4845384202584,403.3367980901807,pole,2
23,775.95861196845,401.5426740397806,pole,2
24,503.91634505181344,412.83287423258895,pole,2
25,443.5883319118076,433.3365126854014,pole,2
26,484.2013080779553,419.5359868037007,pole,2
27,783.6612654320988,409.2453275034294,pole,2
28,819.8302469135804,438.3814514746228,pole,2
29,555.1537968491605,398.15037114327134,pole,2
30,540.2467770753066,400.324778552508,pole,2
31,798.7316743827162,423.31104252400553,pole,2
32,791.6988168724281,418.62247085048017,pole,2
33,811.1228995198903,435.03247170781896,pole,2
34,829.2073902606311,450.772676611797,pole,2
35,513.7738635387425,410.8613705352032,pole,2
36,456.600256314554,425.8447986353353,pole,2
37,522.4484798072401,406.5240624009544,pole,2
38,493.0,411.0,pole,2
