,x,y,category,consensus
0,767.6482986891706,363.9041618469549,pole,3
1,723.0540343745238,371.1785908207591,pole,3
2,1162.0,573.0,pole,3
3,917.0,441.0,pole,3
4,877.0,384.0,pole,3
5,937.5,372.0,pole,2
6,504.0,483.0,pole,2
7,441.5,511.0,pole,2
8,477.0,495.0,pole,2
9,887.0,518.0,pole,2
10,642.1203566767643,383.96983298563487,pole,2
11,878.0,494.0,pole,2
12,559.5,387.0,pole,2
13,781.3376439581695,355.77579261273667,pole,2
14,807.6175627857608,354.2021722553144,pole,2
15,371.7367541152264,410.2500214334706,pole,2
