,x,y,category,consensus
0,317.5,395.0,pole,3
1,273.0,382.0,pole,3
2,182.5,418.0,pole,3
3,461.5,376.0,pole,3
4,477.5,363.0,pole,3
5,733.0,378.0,pole,3
6,723.0,400.0,pole,3
7,688.4175470679676,378.528709898076,pole,3
8,468.0,395.0,pole,2
9,499.761953935908,376.6133107887286,pole,2
10,254.4403076171874,382.4234008789061,pole,2
11,261.87896728515614,381.6604614257811,pole,2
12,436.0334681339346,379.2680237845954,pole,2
13,431.51094646874,374.7455021194008,pole,2
14,652.1828452812979,361.8551051012376,pole,2
