,x,y,category,consensus
0,599.0952693949095,492.34653932803695,pole,3
1,37.61574074074074,655.3819444444445,pole,3
2,613.5,490.0,pole,2
3,559.5,477.0,pole,2
4,1156.5,605.0,pole,2
5,308.15265215382567,415.1339502600595,pole,2
6,475.3818714761313,459.63484698348446,pole,2
7,677.0833333333334,506.8479938271605,pole,2
8,514.0066485335669,468.8453707433345,pole,2
9,445.076277169528,450.721436893307,pole,2
10,758.5841049382717,527.1026234567902,pole,2
11,990.5478395061727,575.3279320987655,pole,2
12,860.3395061728396,551.2152777777778,pole,2
13,303.30748466713027,406.5095521337417,pole,2
