,x,y,category,consensus
0,578.6083228939272,397.96159611354176,pole,3
1,927.5,558.0,pole,2
2,32.0,591.0,pole,2
3,107.5,560.0,pole,2
4,1022.0,654.0,pole,2
5,434.0,449.0,pole,2
6,397.5,464.0,pole,2
7,417.0,457.0,pole,2
8,373.5,475.0,pole,2
9,854.0,496.0,pole,2
10,841.5,482.0,pole,2
11,874.0,514.0,pole,2
12,896.5,534.0,pole,2
13,329.5,486.0,pole,2
14,967.5,599.0,pole,2
15,799.1037832456943,442.8095469440634,pole,2
16,820.2674748275798,463.5081024472261,pole,2
17,566.6602134530865,410.276165262848,pole,2
18,780.0332040180614,425.5995120313215,pole,2
19,515.8817900385646,425.1216844006484,pole,2
20,773.5212989159428,418.62247085048017,pole,2
21,498.3961346991334,429.5249388704557,pole,2
22,489.63389604408536,433.7308134248788,pole,2
23,464.7491382637489,441.9673177606239,pole,2
24,531.2334064196991,420.22941104841874,pole,2
25,805.6156883478129,449.0888840068207,pole,2
26,777.0098195063634,421.18071928345535,pole,2
27,771.195618522329,415.1339502600595,pole,2
28,794.2198544191054,438.158186156836,pole,2
29,562.4427364253023,411.7944569928503,pole,2
30,813.2904336467384,454.205380872771,pole,2
31,523.3045496074649,422.9285963462006,pole,2
32,450.3790668694701,447.3999057267537,pole,2
33,784.2194287265662,430.25087281854906,pole,2
34,830.7330365988417,473.0433920610426,pole,2
35,476.8410276077152,437.235708886898,pole,2
36,548.2720136119474,415.5058367773004,pole,2
37,508.2098419927872,428.122980685648,pole,2
38,570.8776904808707,408.926572613957,pole,2
39,542.1988466919381,416.5180312639686,pole,2
40,538.9935641508221,418.37372115619365,pole,2
41,788.6382214744324,433.9719614483311,pole,2
