,x,y,category,consensus
0,15.97222222222222,484.02777777777777,pole,3
1,317.5,465.0,pole,3
2,600.0,436.0,pole,3
3,565.0,413.0,pole,3
4,657.0,435.0,pole,3
5,1241.0,417.0,pole,3
6,1042.5,592.0,pole,3
7,1113.5,428.0,pole,2
8,332.5,463.0,pole,2
9,638.0,445.0,pole,2
10,938.5,533.0,pole,2
11,186.0,496.0,pole,2
12,1073.5,426.0,pole,2
13,1134.0,556.0,pole,2
14,867.5,539.0,pole,2
15,772.0,434.0,pole,2
16,1158.0,423.0,pole,2
17,717.5,439.0,pole,2
18,389.5,462.0,pole,2
19,267.5,487.0,pole,2
20,1144.0,539.0,pole,2
21,303.50129136659814,428.6228965430194,pole,2
