,x,y,category,consensus
0,1171.5,719.0,pole,3
1,467.6943271557309,401.1798678983768,pole,3
2,322.0,460.0,pole,2
3,794.0,470.0,pole,2
4,812.5,483.0,pole,2
5,377.5,440.0,pole,2
6,769.0,447.0,pole,2
7,361.5,446.0,pole,2
8,300.5,468.0,pole,2
9,834.0,500.0,pole,2
10,273.0,477.0,pole,2
11,401.5,432.0,pole,2
12,241.0,490.0,pole,2
13,864.0,522.0,pole,2
14,203.5,502.0,pole,2
15,345.5,453.0,pole,2
16,160.0,520.0,pole,2
17,906.0,553.0,pole,2
18,958.0,591.0,pole,2
19,757.5,439.0,pole,2
20,104.0,542.0,pole,2
21,37.0,567.0,pole,2
22,1037.5,656.0,pole,2
23,389.0,438.0,pole,2
24,781.0,458.0,pole,2
25,428.8554645823808,426.99492026748976,pole,2
26,448.8563159674593,419.0876069292029,pole,2
27,750.8412637174212,425.99022633744863,pole,2
28,437.9256181174745,423.9715357557919,pole,2
